item,ismilitaryRankPIT,militaryRankStart,itemLabel,politicalPartyLabel,militaryRankLabel,nextHighestMilitaryRankLabel,nextLowestMilitaryRankLabel
http://www.wikidata.org/entity/Q1981239,0,1949-07-09T00:00:00Z,Alexander Molodchy,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q1968671,0,1944-03-19T00:00:00Z,Vasily Glazunov,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q4062992,0,1941-06-10T00:00:00Z,Alexander Altunin,Communist Party of the Soviet Union,lieutenant,,
http://www.wikidata.org/entity/Q1966944,0,1940-05-04T00:00:00Z,Timofey Khryukin,Communist Party of the Soviet Union,kombrig,,
http://www.wikidata.org/entity/Q927979,0,1945-04-20T00:00:00Z,Nikolai Kamanin,Communist Party of the Soviet Union,Air Force lieutenant general,,
http://www.wikidata.org/entity/Q765165,0,1942-12-15T00:00:00Z,Leonid Brezhnev,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4061667,0,1941-08-19T00:00:00Z,Ivan Alyaksyeyew,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q364451,0,1956-04-02T00:00:00Z,Georgy Beregovoy,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q1966944,0,1935-01-01T00:00:00Z,Timofey Khryukin,Communist Party of the Soviet Union,lieutenant,,
http://www.wikidata.org/entity/Q4062992,0,1960-05-07T00:00:00Z,Alexander Altunin,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4063155,0,1944-02-22T00:00:00Z,Ivan Alfyorov,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q707715,0,1959-01-01T00:00:00Z,Mitrofan Nedelin,Communist Party of the Soviet Union,Chief Marshal,,
http://www.wikidata.org/entity/Q4067096,0,1944-06-28T00:00:00Z,Pyotr Antipov,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q1968256,0,1944-02-21T00:00:00Z,Stepan Shutov,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4062992,0,1953-10-12T00:00:00Z,Alexander Altunin,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q370815,0,1941-09-16T00:00:00Z,Sergey Gorshkov,Communist Party of the Soviet Union,kontr-admiral,,
http://www.wikidata.org/entity/Q4066142,0,1939-09-04T00:00:00Z,Vladimir Andryushchenko,Communist Party of the Soviet Union,lieutenant,,
http://www.wikidata.org/entity/Q456714,0,1960-01-05T00:00:00Z,Vladimir Ilyushin,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q370815,0,1945-09-25T00:00:00Z,Sergey Gorshkov,Communist Party of the Soviet Union,vice admiral,admiral,counter admiral
http://www.wikidata.org/entity/Q927979,0,1943-03-17T00:00:00Z,Nikolai Kamanin,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q1981239,0,1942-12-25T00:00:00Z,Alexander Molodchy,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4066148,0,1938-11-05T00:00:00Z,Sergey Andryushchenko,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q707715,0,1944-04-03T00:00:00Z,Mitrofan Nedelin,Communist Party of the Soviet Union,colonel general,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q707715,0,1943-09-25T00:00:00Z,Mitrofan Nedelin,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q444566,0,1938-04-29T00:00:00Z,Polina Osipenko,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q1966944,0,1944-05-11T00:00:00Z,Timofey Khryukin,Communist Party of the Soviet Union,Air Force colonel general,,
http://www.wikidata.org/entity/Q444979,0,1943-02-14T00:00:00Z,Ivan Danilovich Chernyakhovsky,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q713943,0,1943-01-01T00:00:00Z,Ivan Papanin,Communist Party of the Soviet Union,Contraalmirante,,
http://www.wikidata.org/entity/Q4066148,0,1942-11-17T00:00:00Z,Sergey Andryushchenko,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q364451,0,1949-10-15T00:00:00Z,Georgy Beregovoy,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q1968256,0,1937-08-27T00:00:00Z,Stepan Shutov,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q4066142,0,1942-07-17T00:00:00Z,Vladimir Andryushchenko,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q4066884,0,1944-10-23T00:00:00Z,Anatoliy Andreyevich Anpilov,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4066148,0,1953-08-03T00:00:00Z,Sergey Andryushchenko,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4100946,0,1942-01-01T00:00:00Z,Nikolay Bykov,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q1981239,0,1938-11-22T00:00:00Z,Alexander Molodchy,Communist Party of the Soviet Union,sub-lieutenant,,
http://www.wikidata.org/entity/Q382059,0,1936-01-01T00:00:00Z,Afanasy Beloborodov,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q932435,0,1940-01-01T00:00:00Z,Stepan Suprun,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q4090400,0,1937-01-01T00:00:00Z,Ivan Boyko,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q1966944,0,1943-03-17T00:00:00Z,Timofey Khryukin,Communist Party of the Soviet Union,Air Force lieutenant general,,
http://www.wikidata.org/entity/Q4062992,0,1944-06-29T00:00:00Z,Alexander Altunin,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q4095811,0,1945-01-27T00:00:00Z,Anatoli Brandys,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q4090400,0,1944-08-02T00:00:00Z,Ivan Boyko,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4095811,0,1956-01-04T00:00:00Z,Anatoli Brandys,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4061667,0,1942-09-18T00:00:00Z,Ivan Alyaksyeyew,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4062992,0,1944-09-28T00:00:00Z,Alexander Altunin,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4063155,0,1942-12-31T00:00:00Z,Ivan Alfyorov,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4090400,0,1942-05-24T00:00:00Z,Ivan Boyko,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q1966944,0,1937-01-01T00:00:00Z,Timofey Khryukin,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q4062992,0,1943-04-07T00:00:00Z,Alexander Altunin,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q4066148,0,1959-05-25T00:00:00Z,Sergey Andryushchenko,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q924999,0,1936-03-20T00:00:00Z,Grigory Kravchenko,Communist Party of the Soviet Union,lieutenant,,
http://www.wikidata.org/entity/Q4061667,0,1942-01-16T00:00:00Z,Ivan Alyaksyeyew,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q4066142,0,1957-08-27T00:00:00Z,Vladimir Andryushchenko,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q765165,0,1944-11-02T00:00:00Z,Leonid Brezhnev,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q444979,0,1944-06-26T00:00:00Z,Ivan Danilovich Chernyakhovsky,Communist Party of the Soviet Union,General of the army,,
http://www.wikidata.org/entity/Q2832540,1,1955-08-04T00:00:00Z,Alexander Yefimov,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q2833725,1,1955-01-01T00:00:00Z,Alexander Gorbatov,Communist Party of the Soviet Union,Commandant,,
http://www.wikidata.org/entity/Q4066884,0,1959-05-25T00:00:00Z,Anatoliy Andreyevich Anpilov,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q4070780,0,1942-02-20T00:00:00Z,Vasili Sergeyevich Arkhipov,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q456714,0,1956-12-17T00:00:00Z,Vladimir Ilyushin,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q444566,0,1938-07-20T00:00:00Z,Polina Osipenko,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q924999,0,1940-06-04T00:00:00Z,Grigory Kravchenko,Communist Party of the Soviet Union,Air Force lieutenant general,,
http://www.wikidata.org/entity/Q364451,0,1943-10-10T00:00:00Z,Georgy Beregovoy,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q2027889,0,1957-01-01T00:00:00Z,Grigoriy Rechkalov,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q4095811,0,1949-01-20T00:00:00Z,Anatoli Brandys,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q670030,0,1943-10-29T00:00:00Z,Issa Pliyev,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q446845,0,1940-01-01T00:00:00Z,Mikhail Lukin,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q1966944,0,1940-06-04T00:00:00Z,Timofey Khryukin,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q4090400,0,1943-01-01T00:00:00Z,Ivan Boyko,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q4095811,0,1943-07-19T00:00:00Z,Anatoli Brandys,Communist Party of the Soviet Union,sub-lieutenant,,
http://www.wikidata.org/entity/Q1981239,0,1942-03-18T00:00:00Z,Alexander Molodchy,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q670030,0,1939-01-01T00:00:00Z,Issa Pliyev,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4066142,0,1941-01-01T00:00:00Z,Vladimir Andryushchenko,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q707715,0,1942-05-13T00:00:00Z,Mitrofan Nedelin,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4066148,0,1942-02-17T00:00:00Z,Sergey Andryushchenko,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4090400,0,1941-09-01T00:00:00Z,Ivan Boyko,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q382059,0,1945-05-05T00:00:00Z,Afanasy Beloborodov,Communist Party of the Soviet Union,colonel general,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q4070780,0,1942-07-23T00:00:00Z,Vasili Sergeyevich Arkhipov,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4066884,0,1948-05-13T00:00:00Z,Anatoliy Andreyevich Anpilov,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q2621021,1,1945-01-01T00:00:00Z,Sergei Kruglov,Communist Party of the Soviet Union,colonel general,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q4095811,0,1952-04-14T00:00:00Z,Anatoli Brandys,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q382059,0,1941-11-26T00:00:00Z,Afanasy Beloborodov,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q707715,0,1953-08-04T00:00:00Z,Mitrofan Nedelin,Communist Party of the Soviet Union,Marshal of the branch,,
http://www.wikidata.org/entity/Q382059,0,1944-02-22T00:00:00Z,Afanasy Beloborodov,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q370815,0,1939-01-01T00:00:00Z,Sergey Gorshkov,Communist Party of the Soviet Union,captain 2nd rank,captain 1st rank,Captain 3rd rank
http://www.wikidata.org/entity/Q444566,0,1939-02-01T00:00:00Z,Polina Osipenko,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4066148,0,1943-11-18T00:00:00Z,Sergey Andryushchenko,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q364451,0,1941-06-01T00:00:00Z,Georgy Beregovoy,Communist Party of the Soviet Union,sergeant,,corporal
http://www.wikidata.org/entity/Q765165,0,1941-06-01T00:00:00Z,Leonid Brezhnev,Communist Party of the Soviet Union,Brigadier Commissioner,,
http://www.wikidata.org/entity/Q1966944,0,1937-01-01T00:00:00Z,Timofey Khryukin,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q924999,0,1938-02-19T00:00:00Z,Grigory Kravchenko,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q4067096,0,1948-11-12T00:00:00Z,Pyotr Antipov,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q927979,0,1938-02-21T00:00:00Z,Nikolai Kamanin,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4095811,0,1944-08-16T00:00:00Z,Anatoli Brandys,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q924999,0,1940-02-01T00:00:00Z,Grigory Kravchenko,Communist Party of the Soviet Union,kombrig,,
http://www.wikidata.org/entity/Q1968256,0,1941-12-01T00:00:00Z,Stepan Shutov,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4067096,0,1945-01-11T00:00:00Z,Pyotr Antipov,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q765165,0,1953-08-04T00:00:00Z,Leonid Brezhnev,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q924999,0,1940-04-11T00:00:00Z,Grigory Kravchenko,Communist Party of the Soviet Union,Komdiv,,
http://www.wikidata.org/entity/Q4062992,0,1950-02-21T00:00:00Z,Alexander Altunin,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q4067096,0,1958-02-18T00:00:00Z,Pyotr Antipov,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q704623,0,1954-05-31T00:00:00Z,Arseny Vorozheykin,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q4066884,0,1942-04-09T00:00:00Z,Anatoliy Andreyevich Anpilov,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q4066142,0,1944-01-07T00:00:00Z,Vladimir Andryushchenko,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q1981239,0,1955-08-08T00:00:00Z,Alexander Molodchy,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q4066142,0,1951-01-03T00:00:00Z,Vladimir Andryushchenko,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q670030,0,1936-01-01T00:00:00Z,Issa Pliyev,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q4066884,0,1940-07-26T00:00:00Z,Anatoliy Andreyevich Anpilov,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q2264350,0,1951-01-01T00:00:00Z,Dmitri Glinka,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q924999,0,1939-11-29T00:00:00Z,Grigory Kravchenko,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q1981239,0,1944-10-25T00:00:00Z,Alexander Molodchy,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q4067096,0,1942-03-15T00:00:00Z,Pyotr Antipov,Communist Party of the Soviet Union,lieutenant,,
http://www.wikidata.org/entity/Q364451,0,1945-06-08T00:00:00Z,Georgy Beregovoy,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q364451,0,1943-05-05T00:00:00Z,Georgy Beregovoy,Communist Party of the Soviet Union,lieutenant,,
http://www.wikidata.org/entity/Q4067096,0,1951-11-05T00:00:00Z,Pyotr Antipov,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q1966944,0,1938-09-26T00:00:00Z,Timofey Khryukin,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q444979,0,1944-03-05T00:00:00Z,Ivan Danilovich Chernyakhovsky,Communist Party of the Soviet Union,colonel general,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q4066884,0,1936-11-05T00:00:00Z,Anatoliy Andreyevich Anpilov,Communist Party of the Soviet Union,lieutenant,,
http://www.wikidata.org/entity/Q924999,0,1938-09-26T00:00:00Z,Grigory Kravchenko,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4066142,0,1945-03-16T00:00:00Z,Vladimir Andryushchenko,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q456714,0,1953-11-30T00:00:00Z,Vladimir Ilyushin,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q734851,0,1940-06-04T00:00:00Z,Ivan Panfilov,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4070780,0,1939-03-28T00:00:00Z,Vasili Sergeyevich Arkhipov,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q4070780,0,1941-08-26T00:00:00Z,Vasili Sergeyevich Arkhipov,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q444979,0,1942-05-03T00:00:00Z,Ivan Danilovich Chernyakhovsky,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q1150789,0,1944-05-10T00:00:00Z,Nikolai Gulayev,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q3013503,0,1943-11-17T00:00:00Z,Ivan Fesin,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q3156140,0,1945-05-05T00:00:00Z,Ivan Lyudnikov,Communist Party of the Soviet Union,colonel general,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q1707264,0,1940-01-01T00:00:00Z,Hazi Aslanov,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q2363310,0,1941-08-07T00:00:00Z,Yakov Kreizer,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4139767,0,1943-07-26T00:00:00Z,Boris Glinka,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q1332642,0,1939-01-01T00:00:00Z,Pavel Rybalko,Communist Party of the Soviet Union,kombrig,,
http://www.wikidata.org/entity/Q4331606,0,1942-07-31T00:00:00Z,Michael Odintsov,Communist Party of the Soviet Union,lieutenant,,
http://www.wikidata.org/entity/Q1197559,0,1935-11-11T00:00:00Z,Nikolay Voronov,Communist Party of the Soviet Union,kombrig,,
http://www.wikidata.org/entity/Q2363310,0,1943-02-14T00:00:00Z,Yakov Kreizer,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q2468507,0,1955-03-10T00:00:00Z,Pavel Batov,Communist Party of the Soviet Union,General of the army,,
http://www.wikidata.org/entity/Q1150789,0,1942-08-16T00:00:00Z,Nikolai Gulayev,Communist Party of the Soviet Union,lieutenant,,
http://www.wikidata.org/entity/Q4184375,0,1946-01-01T00:00:00Z,Vasily Aleksandrovich Zaitsev,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q2914828,0,1940-06-04T00:00:00Z,Yakov Smushkevich,Communist Party of the Soviet Union,Air Force lieutenant general,,
http://www.wikidata.org/entity/Q1957703,0,1942-10-19T00:00:00Z,Aleksei Alelyukhin,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q1442217,0,1940-06-04T00:00:00Z,Sergey Denisov,Communist Party of the Soviet Union,Air Force lieutenant general,,
http://www.wikidata.org/entity/Q1197559,0,1940-03-22T00:00:00Z,Nikolay Voronov,Communist Party of the Soviet Union,Komandarm 2nd rank,,
http://www.wikidata.org/entity/Q1957703,0,1944-03-25T00:00:00Z,Aleksei Alelyukhin,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q3013503,0,1942-04-11T00:00:00Z,Ivan Fesin,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q3498539,0,1951-01-27T00:00:00Z,Vladimir Alexeyev,Communist Party of the Soviet Union,kontr-admiral,,
http://www.wikidata.org/entity/Q4125177,0,1956-03-29T00:00:00Z,Ivan Vorobyov,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q2832540,0,1951-06-23T00:00:00Z,Alexander Yefimov,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q1332642,0,1935-01-01T00:00:00Z,Pavel Rybalko,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q2992272,0,1943-01-18T00:00:00Z,Aleksandr Aleksandrovich Novikov,Communist Party of the Soviet Union,Air Force colonel general,,
http://www.wikidata.org/entity/Q3156140,0,1943-01-27T00:00:00Z,Ivan Lyudnikov,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q3918521,0,1944-09-10T00:00:00Z,Mikhail Vasilevich Avdeyev,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q2468507,0,1939-11-04T00:00:00Z,Pavel Batov,Communist Party of the Soviet Union,Komdiv,,
http://www.wikidata.org/entity/Q4229548,0,1945-04-10T00:00:00Z,Ivan Komzin,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q2707811,0,1940-04-01T00:00:00Z,Dmitry Lelyushenko,Communist Party of the Soviet Union,kombrig,,
http://www.wikidata.org/entity/Q1707264,0,1942-01-01T00:00:00Z,Hazi Aslanov,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q4141774,0,1957-01-01T00:00:00Z,Pavel Golovachyov,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q1150789,0,1952-12-30T00:00:00Z,Nikolai Gulayev,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q982083,0,1943-01-01T00:00:00Z,Vladimir Kokkinaki,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q1707264,0,1943-01-01T00:00:00Z,Hazi Aslanov,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q2992272,0,1940-06-04T00:00:00Z,Aleksandr Aleksandrovich Novikov,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q2468507,0,1936-01-01T00:00:00Z,Pavel Batov,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
